"Date","Price","Open","High","Low","Change %"
"Nov 22, 2015","1,058.81","1,076.99","1,081.08","1,052.84","-1.79%"
"Nov 15, 2015","1,078.09","1,088.15","1,098.45","1,065.57","-0.51%"
"Nov 08, 2015","1,083.65","1,089.94","1,095.96","1,074.65","-0.46%"
"Nov 01, 2015","1,088.65","1,141.74","1,143.10","1,085.46","-4.70%"
"Oct 25, 2015","1,142.38","1,164.45","1,182.90","1,139.49","-1.88%"
"Oct 18, 2015","1,164.26","1,176.25","1,180.85","1,159.17","-1.10%"
"Oct 11, 2015","1,177.20","1,155.69","1,191.11","1,151.73","1.70%"
"Oct 04, 2015","1,157.53","1,137.94","1,160.18","1,130.16","1.70%"
"Sep 27, 2015","1,138.14","1,145.80","1,148.35","1,104.72","-0.71%"
"Sep 20, 2015","1,146.24","1,139.60","1,156.74","1,121.43","0.60%"
"Sep 13, 2015","1,139.40","1,107.80","1,141.88","1,102.90","2.84%"
"Sep 06, 2015","1,107.90","1,123.25","1,126.96","1,098.75","-1.34%"
"Aug 30, 2015","1,123.00","1,133.25","1,147.81","1,117.29","-0.97%"
"Aug 23, 2015","1,133.96","1,162.35","1,167.90","1,117.84","-2.33%"
"Aug 16, 2015","1,161.05","1,114.35","1,168.72","1,109.71","4.21%"
"Aug 09, 2015","1,114.10","1,094.40","1,126.69","1,089.80","1.82%"
"Aug 02, 2015","1,094.20","1,095.24","1,099.88","1,081.00","-0.13%"
"Jul 26, 2015","1,095.65","1,099.55","1,105.46","1,079.95","-0.31%"
"Jul 19, 2015","1,099.10","1,133.35","1,133.40","1,077.45","-3.09%"
"Jul 12, 2015","1,134.10","1,163.30","1,164.46","1,131.21","-2.57%"
"Jul 05, 2015","1,163.96","1,173.20","1,175.10","1,147.20","-0.34%"
"Jun 28, 2015","1,167.94","1,185.05","1,187.30","1,157.25","-0.61%"
"Jun 21, 2015","1,175.07","1,200.24","1,201.15","1,168.30","-2.12%"
"Jun 14, 2015","1,200.51","1,181.40","1,205.88","1,172.93","1.67%"
"Jun 07, 2015","1,180.80","1,169.35","1,192.61","1,169.10","0.75%"
"May 31, 2015","1,172.00","1,190.90","1,204.77","1,162.84","-1.55%"
"May 24, 2015","1,190.50","1,205.15","1,209.17","1,180.95","-1.32%"
"May 17, 2015","1,206.38","1,223.15","1,232.60","1,201.69","-1.43%"
"May 10, 2015","1,223.85","1,188.95","1,227.51","1,179.42","3.00%"
"May 03, 2015","1,188.15","1,178.90","1,199.97","1,177.86","0.82%"
"Apr 26, 2015","1,178.50","1,179.69","1,215.52","1,170.64","-0.07%"
"Apr 19, 2015","1,179.38","1,204.90","1,209.38","1,175.26","-2.10%"
"Apr 12, 2015","1,204.65","1,207.20","1,209.72","1,184.10","-0.28%"
"Apr 05, 2015","1,208.05","1,215.63","1,224.52","1,192.65","-0.24%"
"Mar 29, 2015","1,210.90","1,198.75","1,212.49","1,178.47","0.97%"
"Mar 22, 2015","1,199.30","1,185.74","1,219.75","1,179.28","1.41%"
"Mar 15, 2015","1,182.68","1,158.15","1,188.36","1,143.18","2.00%"
"Mar 08, 2015","1,159.48","1,168.30","1,175.75","1,147.56","-0.66%"
"Mar 01, 2015","1,167.21","1,213.90","1,223.60","1,163.88","-3.79%"
"Feb 22, 2015","1,213.15","1,202.04","1,220.43","1,191.16","0.89%"
"Feb 15, 2015","1,202.40","1,228.60","1,236.72","1,197.94","-2.22%"
"Feb 08, 2015","1,229.70","1,234.83","1,246.22","1,216.68","-0.33%"
"Feb 01, 2015","1,233.72","1,281.44","1,285.67","1,228.64","-3.88%"
"Jan 25, 2015","1,283.55","1,294.05","1,299.20","1,252.24","-0.85%"
"Jan 18, 2015","1,294.55","1,279.80","1,306.50","1,272.22","1.11%"
"Jan 11, 2015","1,280.30","1,223.12","1,281.88","1,218.48","4.65%"
"Jan 04, 2015","1,223.40","1,189.34","1,224.00","1,183.45","2.88%"
"Dec 28, 2014","1,189.18","1,195.83","1,210.40","1,168.75","-0.52%"
"Dec 21, 2014","1,195.40","1,195.69","1,202.55","1,170.92","-0.05%"
"Dec 14, 2014","1,195.95","1,222.47","1,224.46","1,184.33","-2.18%"
"Dec 07, 2014","1,222.60","1,193.08","1,238.59","1,187.30","2.56%"
"Nov 30, 2014","1,192.05","1,166.99","1,221.39","1,143.32","2.12%"
"Nov 23, 2014","1,167.35","1,201.54","1,204.25","1,165.35","-2.83%"
"Nov 16, 2014","1,201.40","1,188.75","1,208.01","1,175.81","1.11%"
"Nov 09, 2014","1,188.25","1,179.34","1,193.74","1,146.32","0.99%"
"Nov 02, 2014","1,176.65","1,173.69","1,178.99","1,132.25","0.19%"
"Oct 26, 2014","1,174.42","1,231.74","1,235.61","1,161.75","-4.63%"
"Oct 19, 2014","1,231.46","1,238.54","1,255.70","1,226.67","-0.54%"
"Oct 12, 2014","1,238.19","1,223.69","1,249.80","1,222.17","1.20%"
"Oct 05, 2014","1,223.48","1,191.79","1,233.70","1,183.96","2.71%"
"Sep 28, 2014","1,191.20","1,219.44","1,224.00","1,190.14","-2.32%"
"Sep 21, 2014","1,219.51","1,216.68","1,235.30","1,207.35","0.25%"
"Sep 14, 2014","1,216.45","1,228.40","1,242.16","1,213.87","-0.99%"
"Sep 07, 2014","1,228.63","1,268.99","1,272.09","1,227.75","-3.17%"
"Aug 31, 2014","1,268.85","1,287.05","1,290.36","1,257.16","-1.45%"
"Aug 24, 2014","1,287.57","1,279.91","1,297.00","1,274.66","0.49%"
"Aug 17, 2014","1,281.23","1,304.04","1,304.20","1,273.46","-1.79%"
"Aug 10, 2014","1,304.60","1,309.30","1,319.31","1,292.61","-0.38%"
"Aug 03, 2014","1,309.60","1,293.93","1,322.86","1,282.56","1.20%"
"Jul 27, 2014","1,294.10","1,308.49","1,312.60","1,280.90","-1.07%"
"Jul 20, 2014","1,308.05","1,311.00","1,318.46","1,287.72","-0.22%"
"Jul 13, 2014","1,310.90","1,338.45","1,339.71","1,292.01","-2.04%"
"Jul 06, 2014","1,338.15","1,320.16","1,345.31","1,311.90","1.33%"
"Jun 29, 2014","1,320.55","1,315.99","1,332.60","1,310.14","0.40%"
"Jun 22, 2014","1,315.35","1,313.70","1,326.21","1,306.21","0.04%"
"Jun 15, 2014","1,314.82","1,277.25","1,322.40","1,259.35","2.96%"
"Jun 08, 2014","1,277.00","1,253.79","1,278.20","1,250.40","1.94%"
"Jun 01, 2014","1,252.73","1,251.04","1,258.00","1,241.11","0.13%"
"May 25, 2014","1,251.05","1,292.76","1,294.46","1,242.35","-3.25%"
"May 18, 2014","1,293.11","1,293.57","1,305.40","1,283.50","-0.05%"
"May 11, 2014","1,293.70","1,289.31","1,309.41","1,280.21","0.34%"
"May 04, 2014","1,289.33","1,300.89","1,316.10","1,285.64","-0.85%"
"Apr 27, 2014","1,300.32","1,303.20","1,306.61","1,277.10","-0.24%"
"Apr 20, 2014","1,303.45","1,294.67","1,305.61","1,268.85","0.75%"
"Apr 13, 2014","1,293.78","1,318.77","1,331.03","1,290.46","-1.87%"
"Apr 06, 2014","1,318.47","1,302.79","1,324.90","1,295.69","1.21%"
"Mar 30, 2014","1,302.70","1,294.28","1,307.09","1,277.88","0.67%"
"Mar 23, 2014","1,294.00","1,334.74","1,334.86","1,285.84","-3.04%"
"Mar 16, 2014","1,334.55","1,382.07","1,392.37","1,320.85","-3.45%"
"Mar 09, 2014","1,382.24","1,339.16","1,388.40","1,329.36","3.13%"
"Mar 02, 2014","1,340.25","1,326.29","1,355.20","1,326.29","1.04%"
"Feb 23, 2014","1,326.40","1,325.20","1,345.96","1,319.32","0.23%"
"Feb 16, 2014","1,323.39","1,318.92","1,332.48","1,307.85","0.34%"
"Feb 09, 2014","1,318.93","1,266.13","1,321.34","1,265.22","4.09%"
"Feb 02, 2014","1,267.06","1,245.18","1,273.74","1,240.72","1.87%"
"Jan 26, 2014","1,243.80","1,268.99","1,278.62","1,238.55","-2.01%"
"Jan 19, 2014","1,269.25","1,253.47","1,273.31","1,231.97","1.23%"
"Jan 12, 2014","1,253.82","1,248.38","1,255.49","1,234.59","0.54%"
"Jan 05, 2014","1,247.10","1,236.88","1,248.81","1,218.84","0.85%"
"Dec 29, 2013","1,236.55","1,212.13","1,240.38","1,184.88","1.93%"
"Dec 22, 2013","1,213.19","1,203.67","1,219.04","1,192.92","0.83%"
"Dec 15, 2013","1,203.25","1,238.20","1,252.01","1,185.71","-2.83%"
"Dec 08, 2013","1,238.30","1,229.69","1,267.76","1,220.60","0.77%"
"Dec 01, 2013","1,228.85","1,251.65","1,251.65","1,212.05","-1.97%"
"Nov 24, 2013","1,253.49","1,243.20","1,257.99","1,228.84","0.80%"
"Nov 17, 2013","1,243.60","1,290.45","1,290.61","1,236.90","-3.60%"
"Nov 10, 2013","1,290.05","1,288.69","1,294.38","1,261.28","0.14%"
"Nov 03, 2013","1,288.20","1,315.14","1,325.71","1,281.40","-2.06%"
"Oct 27, 2013","1,315.35","1,353.16","1,362.21","1,306.30","-2.72%"
"Oct 20, 2013","1,352.13","1,316.44","1,355.60","1,310.23","2.73%"
"Oct 13, 2013","1,316.24","1,272.68","1,325.70","1,252.16","3.39%"
"Oct 06, 2013","1,273.11","1,311.03","1,330.09","1,262.63","-2.92%"
"Sep 29, 2013","1,311.35","1,335.85","1,344.17","1,278.80","-1.86%"
"Sep 22, 2013","1,336.20","1,326.09","1,344.30","1,306.39","0.82%"
"Sep 15, 2013","1,325.38","1,329.38","1,374.93","1,291.73","-0.10%"
"Sep 08, 2013","1,326.72","1,391.05","1,391.12","1,305.03","-4.66%"
"Sep 01, 2013","1,391.61","1,396.59","1,416.74","1,363.28","-0.34%"
"Aug 25, 2013","1,396.40","1,399.09","1,434.02","1,391.65","-0.03%"
"Aug 18, 2013","1,396.85","1,376.35","1,400.21","1,355.26","1.49%"
"Aug 11, 2013","1,376.40","1,314.60","1,380.21","1,314.60","4.71%"
"Aug 04, 2013","1,314.50","1,312.99","1,319.80","1,273.14","0.19%"
"Jul 28, 2013","1,312.00","1,333.80","1,338.76","1,283.19","-1.64%"
"Jul 21, 2013","1,333.90","1,297.15","1,348.30","1,309.35","2.90%"
"Jul 14, 2013","1,296.35","1,285.45","1,297.95","1,274.21","0.89%"
"Jul 07, 2013","1,284.90","1,222.71","1,298.97","1,215.45","4.99%"
"Jun 30, 2013","1,223.80","1,233.49","1,265.93","1,207.99","-0.85%"
"Jun 23, 2013","1,234.25","1,297.80","1,302.12","1,181.82","-4.86%"
"Jun 16, 2013","1,297.25","1,391.29","1,392.11","1,269.39","-6.72%"
"Jun 09, 2013","1,390.70","1,378.89","1,395.16","1,367.15","0.45%"
"Jun 02, 2013","1,384.47","1,389.16","1,423.74","1,377.86","-0.18%"
"May 26, 2013","1,386.90","1,388.15","1,421.50","1,373.64","0.06%"
"May 19, 2013","1,386.05","1,363.09","1,414.75","1,339.45","1.98%"
"May 12, 2013","1,359.20","1,448.69","1,448.69","1,355.60","-6.15%"
"May 05, 2013","1,448.20","1,470.39","1,478.95","1,421.11","-1.53%"
"Apr 28, 2013","1,470.70","1,464.49","1,488.30","1,440.24","0.53%"
"Apr 21, 2013","1,463.00","1,404.56","1,485.31","1,404.00","4.18%"
"Apr 14, 2013","1,404.35","1,478.30","1,495.66","1,321.85","-5.04%"
"Apr 07, 2013","1,478.85","1,581.14","1,590.50","1,477.50","-6.52%"
"Mar 31, 2013","1,582.00","1,597.74","1,604.10","1,540.24","-0.92%"
"Mar 24, 2013","1,596.74","1,609.37","1,613.83","1,590.06","-0.73%"
"Mar 17, 2013","1,608.45","1,597.26","1,616.86","1,592.56","1.00%"
"Mar 10, 2013","1,592.45","1,578.40","1,599.71","1,575.65","0.89%"
"Mar 03, 2013","1,578.35","1,579.01","1,586.52","1,561.41","0.20%"
"Feb 24, 2013","1,575.24","1,581.29","1,620.05","1,564.83","-0.35%"
"Feb 17, 2013","1,580.70","1,609.85","1,618.90","1,554.89","-1.79%"
"Feb 10, 2013","1,609.44","1,666.93","1,669.69","1,598.42","-3.48%"
"Feb 03, 2013","1,667.50","1,667.76","1,685.11","1,662.00","0.02%"
"Jan 27, 2013","1,667.15","1,658.76","1,684.00","1,652.54","0.51%"
"Jan 20, 2013","1,658.69","1,684.79","1,696.14","1,655.78","-1.50%"
"Jan 13, 2013","1,683.95","1,662.16","1,696.17","1,660.25","1.26%"
"Jan 06, 2013","1,663.05","1,656.51","1,679.21","1,642.75","0.37%"
"Dec 30, 2012","1,656.85","1,656.21","1,695.31","1,626.40","0.09%"
"Dec 23, 2012","1,655.40","1,657.80","1,668.01","1,650.49","-0.10%"
"Dec 16, 2012","1,656.99","1,695.64","1,703.24","1,635.47","-2.27%"
"Dec 09, 2012","1,695.47","1,704.49","1,723.45","1,689.39","-0.48%"
"Dec 02, 2012","1,703.65","1,714.11","1,722.32","1,684.40","-0.65%"
"Nov 25, 2012","1,714.80","1,752.90","1,752.90","1,706.04","-2.18%"
"Nov 18, 2012","1,753.00","1,713.60","1,754.60","1,713.49","2.29%"
"Nov 11, 2012","1,713.70","1,732.00","1,738.41","1,705.30","-1.01%"
"Nov 04, 2012","1,731.24","1,676.97","1,739.05","1,672.62","3.18%"
"Oct 28, 2012","1,677.85","1,711.39","1,727.00","1,674.44","-1.96%"
"Oct 21, 2012","1,711.35","1,721.80","1,730.60","1,699.00","-0.55%"
"Oct 14, 2012","1,720.90","1,753.49","1,753.70","1,716.29","-1.90%"
"Oct 07, 2012","1,754.25","1,780.60","1,780.79","1,752.34","-1.50%"
"Sep 30, 2012","1,780.98","1,771.09","1,796.19","1,763.44","0.55%"
"Sep 23, 2012","1,771.22","1,773.43","1,783.63","1,738.03","-0.10%"
"Sep 16, 2012","1,773.05","1,774.85","1,787.81","1,752.95","0.03%"
"Sep 09, 2012","1,772.48","1,735.74","1,778.01","1,717.14","2.07%"
"Sep 02, 2012","1,736.50","1,692.09","1,741.80","1,685.59","2.68%"
"Aug 26, 2012","1,691.15","1,671.55","1,693.32","1,647.34","1.25%"
"Aug 19, 2012","1,670.35","1,616.15","1,675.30","1,610.09","3.38%"
"Aug 12, 2012","1,615.80","1,620.24","1,625.71","1,590.19","-0.26%"
"Aug 05, 2012","1,620.05","1,604.89","1,626.56","1,602.74","0.98%"
"Jul 29, 2012","1,604.30","1,624.99","1,628.20","1,584.99","-1.17%"
"Jul 22, 2012","1,623.28","1,581.64","1,629.60","1,563.49","2.50%"
"Jul 15, 2012","1,583.63","1,591.79","1,599.90","1,568.24","-0.34%"
"Jul 08, 2012","1,589.05","1,580.95","1,601.51","1,554.95","0.39%"
"Jul 01, 2012","1,582.90","1,599.30","1,625.31","1,576.70","-0.98%"
"Jun 24, 2012","1,598.60","1,571.79","1,607.19","1,547.64","1.68%"
"Jun 17, 2012","1,572.15","1,627.31","1,633.51","1,558.80","-3.36%"
"Jun 10, 2012","1,626.76","1,593.20","1,633.70","1,582.99","2.03%"
"Jun 03, 2012","1,594.45","1,625.90","1,641.11","1,562.05","-1.96%"
"May 27, 2012","1,626.25","1,574.20","1,630.02","1,532.10","3.36%"
"May 20, 2012","1,573.45","1,592.26","1,599.40","1,534.02","-1.23%"
"May 13, 2012","1,593.09","1,581.38","1,598.68","1,528.28","0.83%"
"May 06, 2012","1,580.05","1,640.40","1,643.01","1,573.90","-3.82%"
"Apr 29, 2012","1,642.83","1,662.35","1,671.61","1,626.91","-1.16%"
"Apr 22, 2012","1,662.05","1,642.05","1,667.72","1,620.60","1.18%"
"Apr 15, 2012","1,642.70","1,654.20","1,657.91","1,631.41","-0.98%"
"Apr 08, 2012","1,659.00","1,641.55","1,680.31","1,627.81","1.19%"
"Apr 01, 2012","1,639.49","1,669.55","1,682.16","1,613.30","-1.76%"
"Mar 25, 2012","1,668.90","1,661.81","1,696.81","1,645.50","0.40%"
"Mar 18, 2012","1,662.26","1,653.51","1,669.93","1,628.22","0.10%"
"Mar 11, 2012","1,660.65","1,709.19","1,714.41","1,634.70","-3.06%"
"Mar 04, 2012","1,713.09","1,711.16","1,716.86","1,664.45","0.05%"
"Feb 26, 2012","1,712.30","1,773.20","1,790.70","1,688.39","-3.45%"
"Feb 19, 2012","1,773.49","1,723.88","1,787.71","1,723.78","2.96%"
"Feb 12, 2012","1,722.45","1,725.24","1,737.61","1,705.64","0.15%"
"Feb 05, 2012","1,719.85","1,726.25","1,751.86","1,704.14","-0.32%"
"Jan 29, 2012","1,725.30","1,738.41","1,763.76","1,717.05","-0.78%"
"Jan 22, 2012","1,738.89","1,666.68","1,738.91","1,649.20","4.32%"
"Jan 15, 2012","1,666.90","1,639.68","1,670.25","1,631.44","1.68%"
"Jan 08, 2012","1,639.35","1,617.14","1,662.57","1,605.30","1.39%"
"Jan 01, 2012","1,616.85","1,566.20","1,630.56","1,564.96","3.36%"
